200,,,4,45.732128,4.883471,"129 Avenue Jean Mermoz, Lyon 8eme",,,1340,"Tabac LUNKA Patrick","tabac lunka patrick"
201,,,4,45.728498,4.876881,"124 Avenue Paul Santy, Lyon 8eme",,,1341,"Tabac N GUYEN VAN TIEN","tabac n guyen van tien"
202,,,4,45.733342,4.864083,"68 Boulevard Des Etats Unis, Lyon 8eme",,,1342,"Papeterie REYNAUD Pierre","papeterie reynaud pierre"
203,,,4,45.754807,4.842748,"7 Place Gabriel Peri, Lyon 7eme",,,1343,"Tabac SIMIONATO Rudi","tabac simionato rudi"
204,,,4,45.745863,4.841484,"14 Place Jean Mace, Lyon 7eme",,,1344,"Tabac PELERITO Fr‚d‚ric","tabac pelerito fr d ric"
205,,,4,45.748255,4.840378,"38 Rue Chevreul, Lyon 7eme",,,1345,"Multiservice O.S.E  Chevreul","multiservice o s e chevreul"
206,,,4,45.737755,4.839594,"74 Rue De Gerland, Lyon 7eme",,,1346,"Tabac VIAL Frederic","tabac vial frederic"
207,,,4,45.748434,4.848032,"17 Rue De La Madeleine, Lyon 7eme",,,1347,"Tabac MARIE","tabac marie"
208,,,4,45.773217,4.848653,"69 Rue Duquesne, Lyon 6eme",,,1348,"Tabac DIDIER Roland","tabac didier roland"
209,,,4,45.767703,4.850548,"94 Rue Garibaldi, Lyon 6eme",,,1349,"Tabac NAIRE","tabac naire"
210,,,4,45.774196,4.779954,"21 Avenue Raymond De Veyssiere, Ecully",,,1350,"Papeterie SACCHET David","papeterie sacchet david"
211,,,4,45.815677,4.717372,"2 Avenue De La Poterie, La Tour De Salvagny",,,1351,"Multiservice THIERRY Eric","multiservice thierry eric"
212,,,4,45.672986,4.821687,"1 Place De La Croix Jaune, Irigny",,,1353,"Tabac RHETY Michele","tabac rhety michele"
213,,,4,45.821852,4.862477,"50 Rue Ampere, Fontaines-Sur-Saone",,,1355,"Tabac DOMINJON Jean Michel","tabac dominjon jean michel"
214,,,4,45.666462,4.850298,"1 Rue Du 11 Novembre 1918, Feyzin",,,1356,"Papeterie DAOULET Karim","papeterie daoulet karim"
215,,,4,45.805449,4.753588,"13 Rue De La Mairie, Dardilly",,,1357,"Tabac DAILLY Huguette","tabac dailly huguette"
216,,,4,45.819938,4.760761,"6 Allee Du Camping International, Dardilly",,,1358,"Multiservice CAMPING INDIGO","multiservice camping indigo"
217,,,4,45.845263,4.831461,"6 Rue De La Republique, Couzon",,,1360,"Tabac LOPES Sylvie","tabac lopes sylvie"
218,,,4,45.671658,4.898655,"71 Rue Centrale, Corbas",,,1361,"Tabac MARTINEZ Chantal","tabac martinez chantal"
219,,,4,45.816613,4.840986,"9 Rue De Treves Paques, Collonges-Au-Mont-D'Or",,,1362,"Tabac MOULIN Sonia","tabac moulin sonia"
220,,,4,45.6643,4.895932,"73 Avenue De Corbetta, Corbas",,,1363,"Tabac MEBARKI Moktar","tabac mebarki moktar"
221,,,4,45.64983,4.795306,"19 Rue Marechal Leclerc, Charly",,,1365,"Tabac REGO Catherine","tabac rego catherine"
222,,,4,45.769195,4.946512,"110 Avenue Jean Jaures, Decines-Charpieu",,,1366,"Tabac STEVENIN Marc","tabac stevenin marc"
223,,,4,45.770748,4.959258,"232 Avenue Jean Jaures, Decines-Charpieu",,,1367,"Tabac KAYA Ramazan","tabac kaya ramazan"
224,,,4,45.772051,4.975229,"372 Avenue Jean Jaures, Decines-Charpieu",,,1368,"Tabac CHABROL Bernard","tabac chabrol bernard"
